name,classification,thc_percent,cbd_percent,cbg_percent,average_rating,rating_count,effects,medical,flavors,terpenes,lineage,awards,grow_info_yield,grow_info_height,grow_info_difficulty,grow_info_flowering_time_weeks,description,url
Tokyo Snow,Hybrid,23,,,4.7,21,"Energetic;Focused;Happy;Euphoric;Creative;Aroused","Anxiety;Stress;Depression;Pain;Headaches","Grape;Diesel;Lemon;Menthol;Blue Cheese","Limonene;Caryophyllene;Myrcene","Hibachi Supreme;The Menthol",,medium,medium,moderate,,"Tokyo Snow is a hybrid weed strain made from a genetic cross between Hibachi Supreme and The Menthol. This strain is a rare and exclusive variety that was bred by Compound Genetics and is only available at MFUSED in Washington. Tokyo Snow has a complex and exotic aroma with notes of earthy cookies, petrol, and grape. Tokyo Snow is 23% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Tokyo Snow effects include euphoria, creativity, and arousal. Medical marijuana patients often choose Tokyo Snow when dealing with symptoms associated with stress, pain, and headaches. Bred by Compound Genetics, Tokyo Snow features flavors like grape, diesel, and lemon. The dominant terpene of this strain is caryophyllene, which gives it a peppery and earthy aroma. The average price of Tokyo Snow typically ranges from $40-$50 per gram. Tokyo Snow is a potent and flavorful strain that can transport you to a winter wonderland of bliss.",https://www.leafly.com/strains/tokyo-snow
Too Cool,Hybrid,,,,4,5,"Energetic;Talkative;Focused","Anxiety;Arthritis;Lack of appetite","Ammonia;Chemical;Berry",,"Runtz;Scotty 2 Hotty",,medium,medium,moderate,,"Too Cool is a 2022 strain from Exotic Genetix, crossing Runtz x Scotty 2 Hotty. Exotix Genetix Mike planned to move on from breeding with Runtz after releasing this line of Scotty 2 Hotty crosses.",https://www.leafly.com/strains/too-cool
Tora Bora,Indica,20,,,4.5,105,"Relaxed;Sleepy;Happy","Pain;Stress;Insomnia","Spicy/Herbal;Earthy;Skunk","Myrcene;Caryophyllene;Humulene","L.A. Confidential;X18 Pure Pakistani",,medium,medium,moderate,9,"Tora Bora is an almost pure indica strain with powerfully heavy effects meant for high-tolerance cannabis veterans. Named after the region near the Afghanistan-Pakistan border, DNA Genetics bred this 99% indica strain by combining L.A. Confidential and X18 Pure Pakistani. The result is a resin-loaded, spicy-smelling indica that can appear almost blue in its coloration. Few strains will deliver better relief for pain and insomnia, and recreational consumers will enjoy the intensity of Tora Bora as long as no plans are made to leave the house. Tora Bora finishes its vegetative cycle quickly and flowers in just a short 8 to 9 weeks indoors.",https://www.leafly.com/strains/tora-bora
Trainwreck,Hybrid,17,,,4.2,3195,"Euphoric;Uplifted;Creative","Stress;Anxiety;Pain","Pine;Earthy;Woody","Terpinolene;Myrcene;Pinene","Mexican;Thai;Afghani",,medium,medium,moderate,8,"Trainwreck is a mind-bending, potent sativa with effects that hit like a freight train. Mexican and Thai sativas were bred with Afghani indicas to produce this Northern California staple, passing on a sweet lemon and spicy pine aroma. Trainwreck begins its speedy hurtle through the mind with a surge of euphoria, awakening creativity and happiness. Migraines, pain, and arthritis are mowed down by Trainwreck’s high-THC content, and many patients also use it for relief of anxiety, ADD/ADHD, and PTSD. There are many stories about the origin of the name. Some say growers grew it among a train wreck in Arcata, CA. Others say the plant's sprawling growth resembled a train wreck.",https://www.leafly.com/strains/trainwreck
Treasure Island,Hybrid,1.06,14.21,,4.6,28,"Focused;Relaxed;Energetic","Stress;Anxiety;Pain","Spicy/Herbal;Flowery;Pepper",,"ACDC;Swiss Gold",,medium,medium,moderate,,"Treasure Island is a CBD-rich strain created by Sin City Seeds. It has been known to produce 15:1 and 5:1 CBD/THC ratio phenotypes, offering consumers a mixed chemistry for a variety of applications. Emitting a delicate floral aroma, Treasure Island’s wellness oriented effects can help settle nausea, diminish inflammation, and abate physical discomfort. Add Treasure Island to your favorite THC strain for an added note of complexity.",https://www.leafly.com/strains/treasure-island
Triangle Kush,Indica,20,,,4.5,298,"Relaxed;Sleepy;Tingly","Anxiety;Stress;Depression","Earthy;Skunk;Woody","Myrcene;Limonene;Caryophyllene",Triangle Kush,,medium,tall,moderate,10,"Triangle Kush, also known as ""Triangle OG"" and ""OG Triangle,"" is an indica marijuana strain that originated in Florida. This strain provides relaxing effects and is known to stimulate creativity. Some people say smoking Triangle Kush makes them extra chatty. This strain gets its name from Florida's three cannabis-producing capitals: Jacksonville, Miami, and Tampa. Growers say Triangle Kush has a flowering time of 70 days.",https://www.leafly.com/strains/triangle-kush
Triple Burger,Indica,25,,,4.7,43,"Relaxed;Sleepy;Tingly","Pain;Stress;Anxiety","Ammonia;Butter;Chemical","Caryophyllene;Humulene;Limonene","GMO;Double Burger",,medium,medium,moderate,,"Triple Burger is a mostly indica weed strain made from a genetic cross between GMO and Double Burger. This strain is a creation of Skunk House Genetics, a breeder known for producing potent and gassy strains. Triple Burger has a pungent aroma of garlic, butter, and diesel that will fill the room. Triple Burger is 23% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Triple Burger effects include relaxed, sleepy, and tingly. Medical marijuana patients often choose Triple Burger when dealing with symptoms associated with insomnia, pain, and stress. Bred by Skunk House Genetics, Triple Burger features flavors like ammonia, butter, and blue cheese. The dominant terpene of this strain is caryophyllene. The average price of Triple Burger typically ranges from $50-$70 per eighth. Triple Burger is a great strain to enjoy at night, as it will make you feel calm and cozy. This strain also has a sedating and numbing effect that can help you fall asleep faster and deeper.",https://www.leafly.com/strains/triple-burger
Triple Chocolate Chip,Hybrid,23,,,4.6,91,"Relaxed;Tingly;Hungry","Anxiety;Stress;Pain","Coffee;Nutty;Mint","Caryophyllene;Limonene;Humulene","Mint Chocolate Chip;Triple OG",,null,null,null,,"Triple Chocolate Chip is a cross between Mint Chocolate Chip and Triple OG. Bred to put you deep in the couch with your favorite snacks, this strain offers a dank gassy OG and Cookies terpene profile with its high. Give Triple Chocolate Chip a try if you are looking for a new evening treat to help you wind down and enjoy a movie.",https://www.leafly.com/strains/triple-chocolate-chip
Triple OG,Hybrid,16,,,4.7,24,"Relaxed;Sleepy;Euphoric","Anxiety;Insomnia;Stress","Pineapple;Diesel;Chemical","Caryophyllene;Limonene;Myrcene",Unknown cross,,high,medium,moderate,,"Not to be confused with III OG by Humboldt Seed Organization, Triple OG comes from an unknown cross and is celebrated for its gassy profile, quality bud structure, and phenomenal yields. Consumers can expect additional floral and citrus notes backed by a body buzz that will drop you into a state of stoned bliss.",https://www.leafly.com/strains/triple-og
Triple Scoop,Hybrid,19,,,4.3,35,"Giggly;Euphoric;Relaxed","Anxiety;Depression;Stress","Vanilla;Berry;Grape","Pinene;Caryophyllene;Humulene","Super Silver Haze;Grape LA;Sorbet",,medium,medium,moderate,,"Triple Scoop is a triple threat, crossing Super Silver Haze, Grape LA, and Sorbet. The flavor profile comes from all three parents—a blast of citrus from Super Silver Haze, a sweet berry taste from Grape LA, and a smooth, creamy finish from Sorbet. The relaxing high makes it great for a quiet evening at home with a good company. With such a unique flavor profile, Triple Scoop is a must try for connoisseurs.",https://www.leafly.com/strains/triple-scoop
Trop Cherry,Hybrid,19,,,4.6,117,"Focused;Energetic;Happy","Anxiety;Depression;Stress","Tree fruit;Tropical;Berry","Caryophyllene;Limonene;Pinene","Tropicana Cookies;Cherry Cookies",First place in Michigan Cannabis Cup 2022,medium,medium,moderate,,"Trop Cherry (aka Tropicana Cherry, or Cherry Trop) is a modern marijuana strain from Relentless Genetics. Trop Cherry is a cross of Tropicana Cookies and Cherry Cookies f3. Trop Cherry smells like a dank tangerines and cherry, with a functional daytime high. Relentless Genetics works out of Colorado and also does Rozay, and Frozay. A Trop Cherry just took first place in a Michigan Cannabis Cup in 2022.",https://www.leafly.com/strains/trop-cherry
Trophy Wife,Hybrid,25,,,4.6,43,"Energetic;Uplifted;Happy","Anxiety;Depression;Arthritis","Pineapple;Rose;Diesel","Limonene;Pinene;Caryophyllene","Triangle Mints;Triangle Mints F2;The Wife;Cherry Wine",,medium,medium,moderate,8,"Trophy Wife is at least two different cannabis strains. The primary of the two is Surfr Seeds Trophy Wife—a cross of Triangle Mints x Triangle Mints F2. That makes for an indica hybrid with minty, dank, menthol notes. For something totally different HGH Seeds has a ""Trophy Wife"" strain that crosses The Wife with Cherry Wine. This CBD-heavy strain flowers quickly in 8 weeks, producing a quality yield with resin-coated, lime-green buds. This strain has a flavor profile with notes of cheese and skunk and undertones of cherry.",https://www.leafly.com/strains/trophy-wife
Tropic Thunder,Hybrid,19,,,4.4,83,"Energetic;Focused;Giggly","Anxiety;Stress;Depression","Tropical;Mango;Pineapple","Myrcene;Limonene;Pinene",Maui Wowie,,medium,medium,moderate,,"Tropic Thunder is a mysterious Maui Wowie cross that exhibits colorful buds and floral aromas. The strain’s moderate potency makes it suitable for consumption any time of the day, offering a mellow and manageable buzz that elevates the mood and alleviates stress. Its floral aroma transforms into a bitter, herbaceous mixture of flavors upon combustion or vaporization. Tropic Thunder has been used for a variety of ailments, but excels when contending with depression, inflammation, and muscle spasms.",https://www.leafly.com/strains/tropic-thunder
Tropic Truffle,Hybrid,21,,,4.5,28,,,"Apricot;Tropical;Mango",,,,medium,medium,moderate,,"Tropic Truffle is a potent sativa-dominant hybrid marijuana strain made by crossing Tropicana Cookies with Mint Chocolate Chip. This strain produces buzzy, uplifting effects that will make you feel happy and unbothered. Tropic Truffle pairs well with energetic activities like socializing with friends or going on a run. Some consumers say this strain makes them feel giggly and creative. With a THC content of 20%, medical marijuana patients choose Tropic Truffle to relieve symptoms associated with stress and fatigue. This strain features a rich and rancid orange flavor profile that will spike your interest while at the same time making your nose scrunch up. According to growers, Tropic Truffle flowers into lime green buds with rich purple hues throughout. This strain was originally bred by Exotic Genetix as part of their 2018 Mint Chocolate Chip lineup.",https://www.leafly.com/strains/tropic-truffle
Tropical Breeze,Hybrid,,,,4.5,2,"Creative;Euphoric;Focused","Anxiety;Depression;Stress",,,,,,,,,Tropical Breeze effects are mostly calming.,https://www.leafly.com/strains/tropical-breeze
Tropical Cherry,Hybrid,24,,,4.7,44,"Energetic;Talkative;Focused","Anxiety;Pain;Depression","Sweet;Citrus;Nutty;Berry;Tropical;Tea","Caryophyllene;Limonene;Linalool","Tropicana Cookies;Cherry Cookies",,medium,medium,moderate,9,"Tropical Cherry is a hybrid weed strain made from a genetic cross between Tropicana Cookies and Cherry Cookies. This strain is 60% sativa and 40% indica. Tropical Cherry is a modern marijuana strain from Relentless Genetics, a Colorado-based breeder. It has a sweet and sour citrus profile with a flavor of ripe cherries and nutty earthiness. It may produce sativa-like effects of euphoria, mood enhancement, and energy. Tropical Cherry is 24% THC and 1% CBG, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Tropical Cherry effects include feeling focused, happy, and relaxed. Medical marijuana patients often choose Tropical Cherry when dealing with symptoms associated with anxiety, pain, and depression. Bred by Relentless Genetics, Tropical Cherry features flavors like berry, tropical, and tea. The dominant terpene of this strain is terpinolene, which gives it a fruity and floral aroma. The average price of Tropical Cherry typically ranges from $40-$60 for an eighth of an ounce. Tropical Cherry has a beautiful appearance, with large buds covered in white trichomes and orange hairs. It flowers in 63-70 days.",https://www.leafly.com/strains/tropical-cherry
Tropical Smoothie,Hybrid,20,,,4,3,"Energetic;Uplifted;Euphoric","Anxiety;Stress;Depression","Tropical;Pineapple;Citrus;Sweet",Myrcene,"Pineapple;Cookies",,medium,medium,moderate,,"Tropical Smoothie is a hybrid weed strain made from a genetic cross between Pineapple and Cookies strains. This strain is 50% sativa and 50% indica, offering a balanced experience that combines the best of both worlds. Tropical Smoothie typically contains 18-22% THC, making it suitable for both beginners and experienced cannabis consumers. Its effects, as reported by Leafly customers, include feeling relaxed, uplifted, and creative, making it an appealing choice for various activities and moods. Medical marijuana patients often choose Tropical Smoothie to manage symptoms associated with stress, anxiety, and depression, thanks to its mood-enhancing properties. Additionally, its relaxing qualities can provide relief from physical discomfort. Tropical Smoothie features flavors reminiscent of tropical fruits, with notes of pineapple, citrus, and a hint of sweetness. The dominant terpene of this strain is Myrcene, contributing to its calming effects.",https://www.leafly.com/strains/tropical-smoothie
Tropical Trainwreck,Hybrid,20,,,4.8,12,"Happy;Energetic;Creative","Pain;Stress;Depression","Sweet;Citrus;Earthy",Myrcene,"Pineapple Express;Trainwreck",,null,null,null,,"Tropical Trainwreck is a hybrid weed strain made from a genetic cross between Pineapple Express and Trainwreck. This strain is a flavorful treat, with a sweet citrus and earthy flavor that has hints of pineapple and pine. Tropical Trainwreck is 20% THC, making this strain an ideal choice for experienced cannabis consumers who are looking for a euphoric and energetic experience. Leafly customers tell us Tropical Trainwreck effects include happy, energetic, and creative. Medical marijuana patients often choose Tropical Trainwreck when dealing with symptoms associated with pain, stress, and depression. Bred by Rare Terpenes, Tropical Trainwreck features flavors like sweet, citrus and earthy. The dominant terpene of this strain is myrcene, which gives it a relaxing and anti-inflammatory effect. The average price of Tropical Trainwreck typically ranges from $35-$55 per eighth. This strain is perfect for daytime use, as it can induce a blissful sensation and a social mood.",https://www.leafly.com/strains/tropical-trainwreck
Tropicali,Hybrid,18,,,4.4,46,"Aroused;Euphoric;Energetic","Anxiety;Stress;Pain","Tropical;Pineapple;Berry","Myrcene;Limonene;Pinene","Tropicali OG;Tropicali Kush",,medium,medium,moderate,,"Tropicali, also known as ""Tropicali OG"" and ""Tropicali Kush,"" is a newer hybrid marijuana strain on the market. Known to provide an uplifting and cerebral high this strain can also be used for the relief of mild aches and pains. The flowers of the Tc have an alluring frosty mint green color with minimal twists of orange and sticky dewy looking trichomes.",https://www.leafly.com/strains/tropicali
Tropicana Banana,Hybrid,16,,,4.6,59,"Focused;Energetic;Creative","Depression;Anxiety;Fatigue","Honey;Tropical;Vanilla","Pinene;Caryophyllene;Humulene","Tropicanna;Banana Kush",,medium,medium,moderate,10,"Tropicana Banana is a sativa-dominant hybrid weed strain made by crossing Tropicanna with Banana Kush. Tropicana Banana produces an energizing high. Consumers who have smoked this strain say it makes them feel uplifted, energetic, and focused. Tropicana Banana is likely to give you a dry mouth, so hydrate well when enjoying this strain. The flavor of Tropicana Banana tastes sweet with tropical and citrus undertones. The dominant terpene of this strain is pinene. The original breeder of Tropicana Banana is Barney’s Farm.",https://www.leafly.com/strains/tropicana-banana
Tropicana Cookies,Hybrid,16,,,4.5,468,"Focused;Energetic;Uplifted","Anxiety;Stress;Depression","Orange;Tropical;Citrus","Caryophyllene;Limonene;Linalool","GSC;Tangie",,medium,medium,moderate,,"Tropicana Cookies, also known as ""Tropicanna Cookies,"" ""Tropicana Cookies F2,"" and ""MTN Trop,"" is a hybrid marijuana strain first bred by Harry Palms of Bloom Seed Co, who crossed GSC and Tangie. Oni Seed Co of Colorado made a second generation, ""Tropicanna Cookies F2"" that is also acclaimed. Expect citrus notes backed up by cookies flavor and power. This strain produces purple buds that have hints of dark green with orange hairs.",https://www.leafly.com/strains/tropicana-cookies
Tropicana Haze,Hybrid,24,,,4.6,19,"Talkative;Uplifted;Happy","Pain;Stress;Depression","Mango;Tropical;Orange","Caryophyllene;Myrcene;Ocimene","Skunk Valley Haze;Tropicana Cookies",,medium,medium,moderate,,"Tropicana Haze is a Sativa-dominant hybrid weed strain made from a genetic cross between Skunk Valley Haze and Tropicana Cookies. Tropicana Haze is 24% THC, making this strain an ideal choice for both beginner and experienced cannabis consumers. Leafly customers tell us Tropicana Haze effects make them feel talkative, uplifted, and happy. Medical marijuana patients often choose Tropicana Haze when dealing with symptoms associated with pain, stress, and depression. The dominant terpene of this cannabis strain is myrcene. Tropicana Haze features an aroma and flavor profile of mango, tropical, and orange.",https://www.leafly.com/strains/tropicana-haze
Tropicana Punch,Hybrid,18,,,4.7,46,"Relaxed;Talkative;Focused","Stress;Anxiety;Depression","Tropical;Berry;Cheese","Caryophyllene;Limonene;Humulene","Tropicana Cookies;Purple Punch",,medium,medium,moderate,,"Bred by Oni Seed Co., Tropicana Punch crosses Tropicana Cookies with Purple Punch. This hybrid carries tasty notes of orange and passionfruit.",https://www.leafly.com/strains/tropicana-punch
Truffle,Hybrid,23,,,4.1,63,"Sleepy;Tingly;Relaxed","Anxiety;Depression;Stress","Ammonia;Butter;Coffee","Caryophyllene;Limonene;Myrcene","Zkittlez;Cherry Noir",,medium,medium,moderate,,"Truffle, also called Trufflez or Truffles, is an indica-dominant hybrid strain made by crossing Zkittlez x Cherry Noir. The effects of Truffle are believed to be relaxing. Reviewers on Leafly say this weed strain makes them feel sleepy, relaxed, and happy. The dominant terpene is caryophyllene, and Truffle has a tangy, coffee nose with sugary and ammonia notes. Medical marijuana patients say Truffle helps with stress, hypertension, and depression.",https://www.leafly.com/strains/truffle
Truffle Monkey,Hybrid,24,,,4,9,"Relaxed;Happy;Euphoric;Energetic;Creative;Focused;Paranoid;Anxious","Stress;Depression;Anxiety;Insomnia;Pain","Earthy;Fruity;Gassy;Ammonia;Butter;Blue cheese;Diesel;Flowery;Grapefruit",Caryophyllene,"Grease Monkey;Tropic Truffles",,medium,medium,moderate,,"Truffle Monkey is a hybrid weed strain made from a genetic cross between Grease Monkey and Tropic Truffles. This strain is a creation of Exotic Genetix, a renowned breeder known for producing exotic and flavorful strains. Truffle Monkey has a complex aroma of earthy, fruity, and gassy notes that will tantalize your senses. Truffle Monkey is 24% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Truffle Monkey effects include relaxed, happy, and euphoric. Medical marijuana patients often choose Truffle Monkey when dealing with symptoms associated with insomnia, pain, and stress. Bred by Exotic Genetix, Truffle Monkey features flavors like ammonia, butter, and blue cheese. The dominant terpene of this strain is caryophyllene. Truffle Monkey is a great strain to enjoy in the evening, as it will make you feel calm and cozy. This strain also has a stimulating and creative effect that can help you explore new ideas or hobbies.",https://www.leafly.com/strains/truffle-monkey
Trunk Funk,Indica,,,,4.8,11,"Tingly;Talkative;Happy","Pain;Anxiety;Arthritis","Cheese;Blueberry;Pine",,"White Tahoe Cookies;Do-Si-Do",,medium,medium,moderate,,"Trunk Funk is a cross of White Tahoe Cookies and Do-Si-Do. This alone will excite experienced cannasseurs, as both parents are wonderful experiences. You can’t really make this strain look and feel any more indica, so don’t expect to get too much done other than bingeing a show on your favorite streaming service. Super dense buds, a blanket of trichomes, and a dark green and purple color make this strain stand out on looks alone. However, it also produces an aroma that can be smelled through the jar. Trunk Funk is as loud as it gets—expect a lot of pine and kush in the smell and a huge kick of THC that will get your mind floating and your body grounded.",https://www.leafly.com/strains/trunk-funk
Tsunami,Hybrid,19,,,4.3,3,"Creative;Happy;Euphoric;Relaxed;Sleepy","Anxiety;Insomnia;Lack of appetite","Earthy;Diesel;Pine","Limonene;Caryophyllene;Myrcene","Northern Lights;Afghani",,medium,medium,moderate,,"Tsunami is a hybrid weed strain made from a genetic cross between Northern Lights and Afghani. This strain is a strong and pungent hybrid that has a herbal and earthy aroma with notes of citrus and pine. Tsunami is 19% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Tsunami effects include relaxed, sleepy, and happy. Medical marijuana patients often choose Tsunami when dealing with symptoms associated with pain, insomnia, and stress. Bred by Green Relief, Tsunami features flavors like earthy, diesel, and pine. The dominant terpene of this strain is pinene. This strain is a heavy and relaxing hybrid that can help you feel calm and sleepy while easing your pain and anxiety.",https://www.leafly.com/strains/tsunami
Tuna Kush,Indica,18,,,4.5,93,"Sleepy;Relaxed;Tingly","Stress;Depression;Anxiety","Skunk;Pungent;Tar","Myrcene;Pinene;Ocimene","Hindu Kush;Bluefin Tuna;Pink Tuna",,low,medium,moderate,,"Tuna Kush is a BC legend that is now surfacing in North American medical cannabis markets. This strain has been deemed one of the most potent available, producing small, dense nuggets that are hard-caked with resin. Although Tuna Kush is not known for its large yield, what does come off these thinner stalks will be rich with potency and flavor. That being said, if this strain makes it to your grow, upgrade your carbon filters because this bud is stinky! Expect notes of pungent skunk, fuel, and a delicate sweetness intermixed.",https://www.leafly.com/strains/tuna-kush
Tutti Frutti,Hybrid,,,,4.2,109,"Energetic;Uplifted;Talkative","Stress;Anxiety;Depression","Tropical;Tree fruit;Berry",,"Blue Haze;Green Haze;Thai",,medium,medium,easy,7,"As the name suggests, Tutti Frutti provides a blast of fruit flavor that sativa lovers will flock to. Flash Seeds has taken genetic traits from Blue Haze, Green Haze, Thai, and others, then mixed in a fast-finishing ruderalis to create an automatic flowering strain that provides potent euphoric effects. The effects are known to come on slow, so be patient with these uplifting buds.",https://www.leafly.com/strains/tutti-frutti
Tyson,Indica,20,,,4.7,79,"Sleepy;Relaxed;Hungry","Insomnia;Stress;Anxiety","Diesel;Pungent;Skunk",Myrcene,,,medium,medium,moderate,,"Tyson, also known as “Mike Tyson” and “Mike Tyson OG”, is an indica weed strain made from a cross of unknown strains. Named after former undisputed heavyweight champion Mike Tyson, this strain is sure to knock you out. Bred by Canna Clinic, Tyson delivers a punch of indica effects known to fully relax the body while dulling pain, stress, insomnia, and appetite loss. Tyson is 20% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Tyson effects include sleepy, relaxed, and hungry. Medical marijuana patients often choose Tyson when dealing with symptoms associated with insomnia, stress, and anxiety. Bred by Canna Clinic, Tyson features flavors like diesel, pungent, and skunk. The dominant terpene of this strain is myrcene. The average price of Tyson typically ranges from $10-$20 per gram. If you’re looking for a potent and soothing strain that can ease your mind and body, Tyson might be the perfect choice for you.",https://www.leafly.com/strains/tyson
UK Cheese,Hybrid,20,,,4.1,642,"Hungry;Happy;Relaxed","Stress;Pain;Anxiety","Cheese;Skunk;Pungent","Terpinolene;Ocimene;Myrcene","Skunk #1;Blue Cheese;Big Buddha Cheese",,medium,medium,moderate,,"UK Cheese, also known as ""Cognitiva,"" is a potent hybrid marijuana strain and phenotype of Skunk #1. UK Cheese is 20% THC, making this strain an ideal choice for experienced cannabis consumers. UK Cheese provides energetic, euphoric effects that allow for mental relaxation without sedation. Medical marijuana patients choose UK Cheese to relieve symptoms associated with chronic pain, insomnia, and inflammation. UK Cheese features a flavor profile that is unique, with undertones of berry and spicy cheese. Growers say UK Cheese has dense nugs that are light green and coated in orange hairs. This weed strain was originally cultivated in the early 1990s by a UK collective group known as “Exodus”; as a result, this strain is also known as Exodus Cheese.",https://www.leafly.com/strains/uk-cheese
Ultra Sour,Sativa,17,,,4.5,75,"Uplifted;Creative;Happy","Depression;Stress;Fatigue","Diesel;Lemon;Lime","Myrcene;Caryophyllene;Limonene","MK Ultra;East Coast Sour Diesel",,medium,medium,moderate,,"Ultra Sour by THSeeds is a tart cross out of Amsterdam. This strain is the product of crossing MK Ultra and East Coast Sour Diesel, creating a sativa-dominant bud with uplifting stimulation and heady euphoria. Ultra Sour smells of pine and diesel, and its buds are deep green with rusty orange pistils. The potent mental effects can be a little daunting for inexperienced consumers, so mind your dosage. Enjoy Ultra Sour as a means to shrug off stress and enhance creativity.",https://www.leafly.com/strains/ultra-sour
Ultra Sour Chem OG,Hybrid,,,,4.4,8,"Creative;Energetic;Euphoric","Depression;Fatigue;Lack of appetite","Diesel;Cheese;Chemical",,"Chemdawg;SFV OG",,medium,medium,moderate,,Ultra Sour Chem OG effects are mostly calming.,https://www.leafly.com/strains/ultra-sour-chem-og
Undertow,Hybrid,,,,4.3,3,"Happy;Euphoric;Relaxed","Inflammation;Lack of appetite;Pain","Diesel;Sweet;Lime",,"Gushers;Wet Betty",,medium,medium,moderate,,"Undertow is an indica-dominant hybrid cannabis strain made from a genetic cross between Gushers x Wet Betty, bred by Colors by Cultivar for a collaboration with Cookies. Undertow has pale green buds with purple accents and thick trichome frost, which emit a palate of fruit, gas, earth, and pine. It’s a sleepy strain ideal for nighttime or chill daytime romps, and helps patients with pain.",https://www.leafly.com/strains/undertow
Valley Girl,Hybrid,21,,,4.6,56,"Happy;Creative;Talkative","Stress;Depression;Anxiety","Pine;Sweet;Lemon","Caryophyllene;Limonene;Myrcene","SFV OG;Face Off OG",,medium,medium,moderate,,"From Archive Seed Bank comes Valley Girl, a balanced hybrid strain that descends from SFV OG and Face Off OG. Resin-packed buds mark this strain’s elevated THC potential, and consumers with a high tolerance may look to Valley Girl for new euphoric heights.",https://www.leafly.com/strains/valley-girl
Velvet Glove,Hybrid,24,,,4.7,54,"Tingly;Relaxed;Sleepy","Stress;Anxiety;Depression","Diesel;Citrus;Pungent","Terpinolene;Caryophyllene;Limonene","GMO;Nookies",,medium,medium,moderate,,"Velvet Glove is an indica-dominant hybrid marijuana strain made by crossing GMO and Nookies. This strain produces fast-acting effects that will make you feel sedated and unable to focus - essentially the classic stoner high. Velvet Glove is ideal for evening use, or during an afternoon at home when you have nothing important to do. This strain features a fragrant flavor profile of diesel and citrus. Medical Marijuana patients choose Velvet Glove to help relieve symptoms associated with chronic anxiety, insomnia, and depression. Velvet Glove was originally bred by Swamp Boy Seeds.",https://www.leafly.com/strains/velvet-glove
Venom OG,Hybrid,19,,,4.4,321,"Sleepy;Relaxed;Tingly","Stress;Anxiety;Insomnia","Pine;Earthy;Pepper","Myrcene;Limonene;Caryophyllene","Poison OG;Rare Dankness #1",,medium,medium,moderate,,"Venom OG, also known as ""Venom"" and ""Venom OG Kush,"" is a indica-dominant hybrid marijuana strain made by crossing Poison OG and Rare Dankness #1. It's marked by dense, forest-green buds with a tangle of bright orange hairs. Venom OG has an aroma of skunk, pine, lemon, and diesel. This strain is recommended for nighttime use as its effects tend toward full-body relaxation, but it also provides some sensory elevation that is enjoyable for lazy activities. Patients have found Venom OG to be a potent remedy for pain, arthritis, anxiety, and sleep disorders. Growers should note that Venom OG is suitable for outdoor or indoor gardens and its breeders suggest a 50 to 65-day flowering period. Venom OG is bred by Rare Darkness Seeds.",https://www.leafly.com/strains/venom-og
Versace,Hybrid,14,,,4.8,35,"Focused;Uplifted;Relaxed","Depression;Stress;Pain","Flowery;Diesel;Blue Cheese","Myrcene;Pinene;Caryophyllene","Sour Diesel;OG Kush;Granddaddy Purple",,medium,medium,moderate,,"Versace is a clear-headed sativa-dominant hybrid created by crossing Sour Diesel, OG Kush, and Granddaddy Purple. This trio of trichome-rich strains is combined to offer an array of effects that work off each other. Sour Diesel’s heady buzz acts a catalyst, adding a stimulating alertness to the luscious body effects and pleasant euphoria native to Granddaddy Purple and OG Kush, respectively. Enjoy this pungent flower to help curb depression and fatigue while elevating mood and muting mild physical pain.",https://www.leafly.com/strains/versace
Violator Kush,Indica,18,1,,4.3,326,"Sleepy;Relaxed;Euphoric","Pain;Stress;Anxiety","Woody;Spicy/Herbal;Earthy","Myrcene;Pinene;Caryophyllene","Malana;Hindu Kush",,high,short,moderate,8,"Violator Kush is a pure indica from old school Dutch breeders Barney’s Farm. A cross of Malana and Hindu Kush genetics, it produces large yields of super-resinous flowers on a short, bushy plant. This indica has a musty, earthy smell and taste and provides a strong body buzz that will leave you stuck to your chair.",https://www.leafly.com/strains/violator-kush
Viper,Sativa,21,,,4.4,59,"Energetic;Talkative;Aroused","Depression;Stress;Pain","Mint;Citrus;Cheese","Myrcene;Caryophyllene;Pinene","Burmese landrace;Blackseed",,medium,tall,moderate,10,"Viper is an invigorating sativa that was bred from an indigenous Burmese landrace and a native Mexican strain known as Blackseed. First cultivated by Reeferman Seeds, Viper inherits buzzing, cerebrally-targeted effects and a spicy, citrus aroma.",https://www.leafly.com/strains/viper
