awards,aliases,effects,flavors,medical,terpenes,grow_info,description,strain_name,rating_count,cbd_percentage,cbg_percentage,rating_average,thc_percentage,lineage_parents,strain_classification,url,name,lineage,cbd_percent,thc_percent,average_rating,classification
"[]",,"[""Relaxed"",""Tingly"",""Sleepy""]","[""Diesel"",""Lemon"",""Pine""]","[""Pain"",""Anxiety"",""Stress""]","[]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Named after the rap artist and cannabis enthusiast, Snoop Dogg OG is a 70% indica-dominant hybrid strain that is said to contain genetics from Lemon OG and Sour Diesel. The diesel aroma of Snoop Dogg OG dominates the less prominent lemon notes, making this strain remarkably similar to OG Kush in both aroma and bud structure. Snoop Dogg OG begins with a wave of racing creativity that later ebbs into balanced focus and appetite stimulation.",,192,,,,,,,"https://www.leafly.com/strains/snoop-dogg-og","Snoop Dogg OG","[""Lemon OG"",""Sour Diesel""]",,,4.6,"Indica"
"[]",,"[""Relaxed"",""Giggly"",""Euphoric""]","[""Pine"",""Earthy"",""Sweet""]","[""Stress"",""Depression"",""Anxiety""]","[""Myrcene"",""Pinene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Snoop Dogg is a hip-hop superstar who has quite a bit of fame in the cannabis community. Given his status, Snoop’s Dream is a strain that has a big name to live up to and this indica-dominant hybrid does not disappoint. Snoop’s Dream is a mix of Blue Dream and Master Kush, which are purportedly two of the rapper’s favorites. Looks-wise, these plants and flowers take after their Blue Dream parent with medium-sized dense buds covered in orange hairs. The taste is where the kush side of this strain shows itself. Sweet blueberry flavors are there with a pine aftertaste that takes over. This potent strain has strong effects that may make doing any focused task difficult. Head effects can also be strong, making this a choice that beginners might want to work up to.",,387,,,,,,,"https://www.leafly.com/strains/snoop-s-dream","Snoop's Dream","[""Blue Dream"",""Master Kush""]",0,21,4.5,"Hybrid"
"[]",,"[""Relaxed"",""Euphoric"",""Happy""]","[""Chemical"",""Nutty"",""Diesel""]","[""Anxiety"",""Stress"",""Pain""]","[""Caryophyllene"",""Myrcene"",""Limonene""]","{""yield"":""high"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Ethos Genetics bred Snowball by crossing The White with Chem 4 OG to produce large buds with a dense structure and massive resin production. Flowers will sometimes be an eye-catching purple among white trichomes. They hold a gassy, creamy, and earthy terpene profile that will entice any OG lover.",,67,,,,,,,"https://www.leafly.com/strains/snowball","Snowball","[""The White"",""Chem 4 OG""]",,23,4.5,"Hybrid"
"[]",,"[""Aroused"",""Tingly"",""Focused""]","[""Woody"",""Lemon"",""Earthy""]","[""Stress"",""Anxiety"",""Pain""]","[""Terpinolene"",""Ocimene"",""Limonene""]","{""yield"":""high"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","SnowLAnd, also known as ""Snowland,"" is a limited edition release from DNA Genetics. SnowLAnd is a hybrid marijuana strain made from a cross of Snowcap and LA Confidential. Snowland was created in an attempt to tame the huge size of Snowcap while still producing large yields of potent, highly-resinous flowers. Most phenotypes are compact indica-like plants with extremely dense buds and flavors ranging from fruit to diesel to sandalwood. Reports indicate that SnowLAnd is very strong with a long lasting, balanced high.",,70,,,,,,,"https://www.leafly.com/strains/snowland","SnowLAnd","[""Snowcap"",""LA Confidential""]",,20,4.7,"Hybrid"
"[]",,"[""Hungry"",""Relaxed"",""Focused""]","[""Diesel"",""Flowery"",""Woody""]","[""Anxiety"",""Pain"",""Stress""]","[""Caryophyllene"",""Myrcene"",""Humulene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Snowman, also known as ""Snowman OG,"" is a hybrid marijuana strain made from a type of Girl Scout Cookies. Snowman provides a euphoric, uplifting high that is ideal for anyone looking to spark creativity or get lost in deep thought. This strain features a gassy kush aroma that is backed up by sweet undertones of vanilla. Medical marijuana patients choose this strain to help relieve symptoms associated with stress and anxiety. Growers say Snowman buds are lime green and rich in trichomes.",,49,,,,,,,"https://www.leafly.com/strains/snowman","Snowman","[""Girl Scout Cookies""]",0,23,4.6,"Hybrid"
"[]",,"[""Focused"",""Energetic"",""Uplifted""]","[""Citrus"",""Flowery"",""Lemon""]","[""Depression"",""Stress"",""Fatigue""]","[]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Sojay Haze by Cresco Labs is a powerful sativa with uplifting attributes. Cresco Farms brought the famous BC Big Bud and the rare Grape FX together to create a sweet, satisfying flavor and deep physical effects. With pungent floral undertones and a bright citrus aroma, Sojay Haze offers uplifting physical energy and kind euphoria. Enjoy this strain to combat fatigue, appetite loss, and depression or as a helpful companion to physical activity.",,114,,,,,,,"https://www.leafly.com/strains/sojay-haze","Sojay Haze","[""BC Big Bud"",""Grape FX""]",,,4.6,"Sativa"
"[]",,"[""Uplifted"",""Aroused"",""Giggly""]","[""Berry"",""Coffee"",""Diesel""]","[""Anxiety"",""Stress"",""PTSD""]","[""Caryophyllene"",""Limonene"",""Humulene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""easy"",""flowering_time_weeks"":null}","Sorbet is a clone-only creation from DNA Genetics that many believe to be a phenotype of Sunset Sherbert, however its true genetics remain a mystery. Sorbet’s buds are green and purple and covered in trichomes, and this THC-dominant strain comes with a terpene profile that features a fruity aroma with sweet berry flavors. Early to flower and aesthetically pleasing, Sorbet is great to cross with other varieties.",,18,,,,,,,"https://www.leafly.com/strains/sorbet","Sorbet","[""Sunset Sherbert""]",0,20,4.2,"Hybrid"
"[]",,"[""Relaxed"",""Tingly"",""Focused""]","[""Pungent"",""Diesel"",""Lemon""]","[""Stress"",""Anxiety"",""Pain""]","[""Terpinolene"",""Limonene"",""Myrcene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Sour Alien (also called Sour Alien OG) is an indica-dominant hybrid marijuana strain made by crossing Alien Kush and Sour Diesel. Sour Alien has a strong aroma that smells like pine, apples and skunk with undertones of diesel. Smoking Sour Alien will give you a body buzz that is cerebral without locking you to the sofa. This strain is bred by Cali Connection.",,133,,,,,,,"https://www.leafly.com/strains/sour-alien","Sour Alien","[""Alien Kush"",""Sour Diesel""]",,19,4.3,"Hybrid"
"[]",,"[""Sleepy"",""Relaxed"",""Hungry""]","[""Sweet"",""Diesel""]","[""Pain"",""Anxiety"",""Insomnia""]","[""Caryophyllene"",""Limonene"",""Humulene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":8}","Sour Bubble is an indica bred by B.O.G. Seeds parented solely by BOG Bubble. Sour Bubble is backcrossed 3 times with Bog Bubble. These sticky buds offer a sweet, fruity aroma with diesel undertones, and deliver relaxing, uplifting effects. Sour Bubble is useful for treating pain, insomnia, muscle spasms, anxiety, and nausea.",,51,,,,,,,"https://www.leafly.com/strains/sour-bubble","Sour Bubble","[""BOG Bubble""]",0,14,4.5,"Indica"
"[]",,"[""Talkative"",""Uplifted"",""Focused""]","[""Diesel"",""Tropical"",""Berry""]","[""Depression"",""Stress"",""Anxiety""]","[""Myrcene"",""Caryophyllene"",""Limonene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":12}","Sour Candy is a legacy strain that's a predominantly sativa mix of Sour Diesel and Bubble Gum. Both parent strains are admired for their exquisite flavors and the happy, uplifting effects they produce. Once combined, Sour Candy takes on a mouth-watering array of sweet, tropical fruit flavors with a pungent diesel finish. The potent effects are euphoric and talkative which makes Sour Candy a popular choice for daytime use.",,57,,,,,,,"https://www.leafly.com/strains/sour-candy","Sour Candy","[""Sour Diesel"",""Bubble Gum""]",,17,4.5,"Hybrid"
"[]",,"[""Talkative"",""Aroused"",""Relaxed""]","[""Diesel"",""Pungent"",""Nutty""]","[""Depression"",""Stress"",""Pain""]","[""Caryophyllene"",""Limonene"",""Myrcene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Sour Cookies is a hybrid marijuana strain made by crossing Girl Scout Cookies with Sour Diesel. When smoked in small amounts, Sour Cookies gives a high that is uplifting and cerebral. When smoked in large amounts, you can expect Sour Cookies to put you in a permanent couch-lock that can persist for over an hour. Sour Cookies smells doughy and pungent with overtones of hash and fuel.",,142,,,,,,,"https://www.leafly.com/strains/sour-cookies","Sour Cookies","[""Sour Diesel"",""Girl Scout Cookies""]",0,21,4.4,"Hybrid"
"[]",,"[""Energetic"",""Talkative"",""Uplifted""]","[""Diesel"",""Chemical"",""Skunk""]","[""Stress"",""Anxiety"",""Depression""]","[""Caryophyllene"",""Myrcene"",""Limonene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":9}","Sour Diesel, also known as ""Sour D"" and ""Sour Deez,"" is a popular hybrid marijuana strain made by crossing Chemdawg and Super Skunk. Sour Diesel effects are dreamy, cerebral, fast-acting and energizing. This strain features a pungent flavor profile that smells like diesel. Medical marijuana patients choose Sour Diesel to help relieve symptoms associated with depression, pain, and stress. Fun fact: Sour Diesel first became popular in the early 1990s and has been legendary ever since.",,8527,,,,,,,"https://www.leafly.com/strains/sour-diesel","Sour Diesel","[""Chemdawg"",""Super Skunk""]",0,19,4.3,"Hybrid"
"[""First in the outdoor flower category at Oregon's first Ganja Cup""]",,"[""Energetic"",""Giggly"",""Talkative""]","[""Diesel"",""Pungent"",""Skunk""]","[""Stress"",""Depression"",""Anxiety""]","[""Myrcene"",""Pinene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Sour Dream, aka Big E, is the energetic daughter of a Blue Dream and Sour Diesel cross, bred by Conscious Cultivators to honor both the breeder's mother and brother with a hybrid of their favorite strains. Featuring a strong, sour, fuel-like aroma, this hybrid takes after its Diesel heritage. A sativa-dominant hybrid, Sour Dream is extremely uplifting and fun. Its euphoric effects make this a great social strain. Perfect for being out and about, Sour Dream will ease anxiety while giving you energy equivalent to a cup of coffee. It placed first in the outdoor flower category at Oregon's first Ganja Cup.",,138,,,,,,,"https://www.leafly.com/strains/sour-dream","Sour Dream","[""Blue Dream"",""Sour Diesel""]",0,18,4.3,"Hybrid"
"[]",,"[""Focused"",""Energetic"",""Uplifted""]","[""Skunk"",""Earthy"",""Pungent""]","[""Stress"",""Depression"",""Anxiety""]","[""Limonene"",""Caryophyllene"",""Pinene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""easy"",""flowering_time_weeks"":null}","Sour Flower provides an uplifting sativa high and is good for relieving pain and anxiety.",,46,,,,,,,"https://www.leafly.com/strains/sour-flower","Sour Flower","[""Super Silver Haze""]",0,11,4.2,"Sativa"
"[]",,"[""Energetic"",""Euphoric"",""Happy""]","[""Diesel"",""Earthy"",""Citrus""]","[""Inflammation"",""Pain"",""Anxiety""]","[""Caryophyllene"",""Limonene"",""Myrcene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Sour G is a weed strain. Reviewers on Leafly say this strain makes them feel energetic, euphoric, and happy. Sour G has 18% THC and 1% CBG. The dominant terpene in this strain is caryophyllene.",,3,,,,,,,"https://www.leafly.com/strains/sour-g","Sour G","[]",1,18,4,"Hybrid"
"[]",,"[""Relaxed"",""Happy"",""Talkative""]","[""Grape"",""Diesel"",""Sweet""]","[""Stress"",""Pain"",""Anxiety""]","[""Myrcene"",""Pinene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Get ready to pucker up, because this strain truly tastes like sour grapes. A pungent cross between Sour Diesel and Granddaddy Purple, Sour Grape has a very sour, fuel-like scent with fruity aftertones. Introspective and relaxing, this strain is great for winding down with a cup of tea or a low-key evening with friends. Sour Grape walks the fine line between energizing and calming, relaxing the muscles while avoiding strong sedative effects. This strain works well for consumers suffering from stress and muscle tension.",,232,,,,,,,"https://www.leafly.com/strains/sour-grape","Sour Grape","[""Sour Diesel"",""Granddaddy Purple""]",,18,4.3,"Hybrid"
"[]",,"[""Tingly"",""Uplifted"",""Euphoric""]","[""Grape"",""Sweet"",""Diesel""]","[""Stress"",""Pain"",""Depression""]","[""Myrcene"",""Limonene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Grape Stomper, more commonly known as ""Sour Grapes"" is a craft hybrid marijuana strain created by Gage Green Seeds. A complex cross between breeder JojoRizo’s Purple Elephant and breeder Elite Seeds’ Chemdawg Sour Diesel, Grape Stomper has quite the pedigree. The effects of this strain are felt most in the head, but a pleasant, tingly body sensation usually appears after a few minutes. As the name suggests, Grape Stomper also features a strong, fruity aroma similar to grape candy.",,425,,,,,,,"https://www.leafly.com/strains/sour-grapes","Grape Stomper","[""Purple Elephant"",""Chemdawg Sour Diesel""]",,18,4.3,"Hybrid"
"[]",,"[""Energetic"",""Focused"",""Creative""]","[""Citrus"",""Diesel"",""Lemon""]","[""Depression"",""Stress"",""Anxiety""]","[""Myrcene"",""Limonene"",""Caryophyllene""]","{""yield"":""high"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":10}","Sour Jack, one-half Sour Diesel one-half and Jack Herer, takes its name from its parents. It has developed a solid reputation and is highlighted by an intense aroma and profound cerebral effects. After combining the two sativa-dominant strains, we are left with an amazing combination of tropical, sweet flavors that mix with pungent tones of citrus and diesel. The uplifting effects can provide a spark of energy and minimize body fatigue. Sour Jack is a great strain to fight off depression and to help you stay active.",,240,,,,,,,"https://www.leafly.com/strains/sour-jack","Sour Jack","[""Sour Diesel"",""Jack Herer""]",,16,4.5,"Sativa"
"[]",,"[""Energetic"",""Focused"",""Uplifted""]","[""Diesel"",""Citrus"",""Flowery""]","[""Stress"",""Depression"",""Anxiety""]","[""Caryophyllene"",""Limonene"",""Pinene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Sour Joker, also known as ""Joker,"" is the stimulating sativa marijuana strain made from a blend of Amnesia Haze and East Coast Sour Diesel (ECSD). Sour Joker offers consumers a vigorous body buzz effect that is clear-headed and motivating, encouraging physical activity in or outside. Harness the mental clarity of this strain at lower doses and the fueled-up stimulation with continued use.",,118,,,,,,,"https://www.leafly.com/strains/sour-joker","Sour Joker","[""Amnesia Haze"",""East Coast Sour Diesel""]",,28,4.7,"Sativa"
"[]",,"[""Relaxed"",""Uplifted"",""Giggly""]","[""Pungent"",""Diesel"",""Citrus""]","[""Stress"",""Pain"",""Anxiety""]","[""Caryophyllene"",""Myrcene"",""Limonene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Sour Kush, also known as ""Sour OG Kush,"" is a hybrid marijuana strain. This cross between Sour Diesel and OG Kush from DNA Genetics is a winning combination. For those looking for daytime pain relief, Sour Kush might be one of the best choices out there. Providing consumers with an uplifting experience without overwhelming sedative effects, this hybrid is great for day-to-day consumption. Sour Kush ignites a giggly and euphoric feeling alongside deep physical relaxation. This strain is extremely pungent, so it’s best stored in tightly sealed containers.",,647,,,,,,,"https://www.leafly.com/strains/sour-kush","Sour Kush","[""Sour Diesel"",""OG Kush""]",0,22,4.3,"Hybrid"
"[]",,"[""Creative"",""Energetic"",""Focused""]","[""Lemon"",""Citrus"",""Lime""]","[""Depression"",""Stress"",""Anxiety""]","[""Myrcene"",""Limonene"",""Terpinolene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":11}","Sour Lemon, also known as ""Sour Lemon OG"" and ""OG Sour Lemon,"" is a sativa-dominant hybrid marijuana strain made from a cross between California Sour and Lemon OG. This 65% sativa strain is named after its aromatic sour smell with recognizable notes of lemon, lime, and apple. Sour Lemon elevates the mind and body simultaneously, making this a good go-to strain for social events or a busy day. During its vegetative cycle, Sour Lemon develops rapidly and robustly before its 74 day flowering period. Sour Lemon was originally bred by Emerald Triangle Seeds.",,114,,,,,,,"https://www.leafly.com/strains/sour-lemon-og","Sour Lemon","[""California Sour"",""Lemon OG""]",0,18,4.5,"Hybrid"
"[]",,"[""Energetic"",""Uplifted"",""Creative""]","[""Pungent"",""Lemon"",""Diesel""]","[""Stress"",""Pain"",""Lack of appetite""]","[""Limonene"",""Pinene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Sour LSD is a balanced hybrid strain that brings the best of its parent strains: the sour, funky aroma of Sour Bubble and the trippy headspace provided by the hybrid LSD. Elevating the senses to new heights, Sour LSD is a great companion strain for enjoying the outdoors or creative activities. This BOG Seeds creation is a nostalgic throwback for all fans of Barney's Farm's original LSD, as it carries similar active traits only with a little more body relaxation.",,32,,,,,,,"https://www.leafly.com/strains/sour-lsd","Sour LSD","[""LSD"",""Sour Bubble""]",,15,4.3,"Hybrid"
"[]",,"[""happy"",""relaxed"",""hungry""]","[""mango"",""peach"",""citrus""]","[""anxiety"",""inflammation"",""headaches""]","[""myrcene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""easy"",""flowering_time_weeks"":null}","Sour Mango is a sativa-dominant hybrid weed strain made from a genetic cross between Sour Diesel and Mango Haze. Bred by Mr. Nice Seeds, Sour Mango is 18% THC, making this strain an ideal choice for beginner cannabis consumers. Leafly customers tell us Sour Mango effects make them feel happy, relaxed, and hungry. Medical marijuana patients often choose Sour Mango when dealing with symptoms associated with anxiety, inflammation, and headaches. The dominant terpene of this cannabis strain is myrcene. Sour Mango features an aroma and flavor profile of mango, peach, and citrus.",,18,,,,,,,"https://www.leafly.com/strains/sour-mango","Sour Mango","[""Sour Diesel"",""Mango Haze""]",,18,4.2,"Hybrid"
"[]",,"[""Talkative"",""Energetic"",""Happy""]","[""Tropical"",""Citrus"",""Pineapple""]","[""Stress"",""Depression"",""Fatigue""]","[]","{""yield"":""null"",""height"":""null"",""difficulty"":""null"",""flowering_time_weeks"":null}","Sour Maui is a sativa cross between Maui Wowie and Sour Diesel.",,53,,,,,,,"https://www.leafly.com/strains/sour-maui","Sour Maui","[""Maui Wowie"",""Sour Diesel""]",,,4.6,"Sativa"
"[]",,"[""Relaxed"",""Happy"",""Talkative""]","[""Diesel"",""Pungent"",""Earthy""]","[""Stress"",""Anxiety"",""Depression""]","[""Limonene"",""Myrcene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":8}","Sour OG, also known as ""Sour OG Kush,"" is a popular hybrid marijuana strain known to provide a balanced high. Sour OG is made by crossing Sour Diesel and OG Kush. Sour OG has been available in clone and seed form for quite some time. Most samples express dense, round, OG Kush-type buds laden with large, sticky trichomes. The odor and taste are usually an equal mix of both parents, with sour lemon, pine, fuel, and a distinct “kushy” undertone, although some versions have a more fruity profile. Often described as a “one-hit-quit” strain, Sour OG starts with an energetic head high that gradually gives way to a relaxing body stone.",,774,,,,,,,"https://www.leafly.com/strains/sour-og","Sour OG","[""Sour Diesel"",""OG Kush""]",0,22,4.3,"Hybrid"
"[""3rd place in the 2014 High Times Washington Cannabis Cup""]",,"[""Talkative"",""Energetic"",""Uplifted""]","[""Berry"",""Sweet"",""Flowery""]","[""Depression"",""Stress"",""Anxiety""]","[""Caryophyllene"",""Limonene"",""Linalool""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Sour Pebbles, grown by Fire Bros. in Washington state, is a sativa cross between Alien Diesel and Fruity Pebbles. Its aroma balances sweet and sour, passing on flavors from both sides of its family.",,58,,,,,,,"https://www.leafly.com/strains/sour-pebbles","Sour Pebbles","[""Alien Diesel"",""Fruity Pebbles""]",,18,4.4,"Sativa"
"[]",,"[""Euphoric"",""Focused"",""Uplifted""]","[""Blueberry"",""Diesel"",""Berry""]","[""Pain"",""Stress"",""Anxiety""]","[""Myrcene"",""Pinene"",""Limonene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Sour Pez is an indica-dominant hybrid marijuana strain bred by La Plata Labs. We're still learning about the flavors and effects of Sour Pez - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",,11,,,,,,,"https://www.leafly.com/strains/sour-pez","Sour Pez","[""Sour Pez"",""Pink Alien""]",12,8,4.3,"Hybrid"
"[]",,"[""Uplifted"",""Relaxed"",""Focused""]","[""Tobacco"",""Pepper"",""Sage""]","[""Anxiety"",""Stress"",""Depression""]","[""Myrcene"",""Terpinolene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""easy"",""flowering_time_weeks"":null}","Bred by Oregon CBD, Sour Space Candy is a CBD-dominant cultivar that crosses Sour Tsunami with Early Resin Berry. The CBD-heavy Sour Tsunami grows strong and has a flavor profile similar to GG4 and Sour Diesel, while the Early Resin Berry brings even more sour flavors to the mix. Dense buds are multicolored, showing purple, orange, and green hues. With Sour Space Candy’s enticing terpene profile, this might be your new favorite CBD strain.",,63,,,,,,,"https://www.leafly.com/strains/sour-space-candy","Sour Space Candy","[""Sour Tsunami"",""Early Resin Berry""]",15,1,4.6,"Hybrid"
"[]",,"[""Relaxed"",""Euphoric"",""Focused""]","[""Diesel"",""Sweet"",""Citrus""]","[""Depression"",""Stress"",""Anxiety""]","[""Caryophyllene"",""Myrcene"",""Humulene""]","{""yield"":""high"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Sour Sunset is a new hybrid from DNA Genetics affiliated Crockett Family Farms that crosses the clone-only AJ’s Sour Diesel with a Secret Sherbet male to create a high-potency 60% indica that is loaded with delicious flavors and terpenes. Featuring high yields, THC levels well over 20%, and great bag appeal, Sour Sunset is sure to be a favorite with growers.",,54,,,,,,,"https://www.leafly.com/strains/sour-sunset","Sour Sunset","[""Sour Diesel"",""Secret Sherbet""]",0,19,4.7,"Hybrid"
"[]",,"[""Focused"",""Energetic"",""Uplifted""]","[""Citrus"",""Orange"",""Diesel""]","[""Depression"",""Stress"",""Anxiety""]","[""Myrcene"",""Caryophyllene"",""Limonene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":9}","Tangie, also known as ""Sunva,"" is a popular sativa marijuana strain. Bred by DNA Genetics, Sour Tangie is an 80% sativa cross between East Coast Sour Diesel and Tangie. Sour Tangie brings together the classic Sour Diesel aroma with Tangie’s creative, elevating buzz and strong citrus overtones. This sativa has two different phenotypes that express either Sour Diesel or Tangie bud structures and effects.",,761,,,,,,,"https://www.leafly.com/strains/sour-tangie","Sour Tangie","[""East Coast Sour Diesel"",""Tangie""]",0,18,4.5,"Sativa"
"[]",,"[""Relaxed"",""Focused"",""Tingly""]","[""Citrus"",""Earthy"",""Diesel""]","[""Pain"",""Anxiety"",""Stress""]","[""Myrcene"",""Terpinolene"",""Pinene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":9}","Sour Tsunami is a strain that became famous for being one of the first to be specifically bred for high CBD rather than THC content. The result is a strain that’s effective at treating pain and inflammation without producing a significant “high” that is linked to high THC. Lawrence Ringo of the Southern Humboldt Seed Collective bred this strain over four years of hard work by crossing Sour Diesel plants with NYC Diesel. This sativa-dominant hybrid flowers within 9 weeks, producing dense, dark green buds with dark green and purple-tinged leaves. The buds have a familiar musky diesel smell with sweet undertones.",,277,,,,,,,"https://www.leafly.com/strains/sour-tsunami","Sour Tsunami","[""Sour Diesel"",""NYC Diesel""]",13,1,4.4,"Hybrid"
"[]",,"[""Relaxed"",""Euphoric"",""Happy""]","[""Flowery"",""Pine"",""Earthy""]","[""Pain"",""Depression"",""Anxiety""]","[]","{""yield"":""null"",""height"":""null"",""difficulty"":""null"",""flowering_time_weeks"":null}","South Beach is a hybrid marijuana strain. We're still learning about the flavors and effects of South Beach - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",,59,,,,,,,"https://www.leafly.com/strains/south-beach","South Beach","[]",,,4.7,"Hybrid"
"[]",,"[""Uplifted"",""Euphoric"",""Happy""]","[""Flowery"",""Sweet"",""Woody""]","[""Stress"",""Depression"",""Anxiety""]","[""Caryophyllene"",""Myrcene"",""Terpinolene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","This clone-only cross of Tiny Bomb and Space Queen comes from TGA Seeds. The award-winning Space Bomb will produce beautiful lime green buds with orange throughout. Buds have a fruit candy smell with a little bit of that sweet-rot smell and come potent and covered in trichomes.",,136,,,,,,,"https://www.leafly.com/strains/space-bomb","Space Bomb","[""Tiny Bomb"",""Space Queen""]",,19,4.5,"Hybrid"
"[]",,"[""Euphoric"",""Uplifted"",""Sleepy""]","[""Earthy"",""Pungent"",""Berry""]","[""Stress"",""Anxiety"",""Pain""]","[""Terpinolene"",""Myrcene"",""Limonene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":8}","Space Dawg’s sticky buds are known for their delicious flavor and potent indica punch that will have pain (and maybe mental focus) gone in no time. THC levels in this strain have tested at 18-19%, so it might take users on a trip that’s better reserved for night time. TGA Subcool Seeds created this strain by breeding Super Snow Dog with Space Queen. These plants are resilient growers and usually flower within 8 weeks. Space Dawg has a strong skunky smell that is toned down with grapey bubble gum notes. The flavor is just like fruit candy with the right amount of lemony sourness.",,54,,,,,,,"https://www.leafly.com/strains/space-dawg","Space Dawg","[""Super Snow Dog"",""Space Queen""]",,21,4.3,"Indica"
"[]",,"[""Uplifted"",""Euphoric"",""Happy""]","[""Pear"",""Apple"",""Flowery""]","[""Stress"",""Depression"",""Anxiety""]","[""Caryophyllene"",""Humulene"",""Limonene""]","{""yield"":""high"",""height"":""tall"",""difficulty"":""moderate"",""flowering_time_weeks"":8}","Space Queen is a hybrid marijuana strain made by crossing Romulan and Cinderella 99. This strain provides effects that intensely trippy and speedy. If you enjoy a buzzy head high, Space Queen is your ticket. This strain features an aroma of apples, vanilla, and cherries.",,619,,,,,,,"https://www.leafly.com/strains/space-queen","Space Queen","[""Cinderella 99"",""Romulan""]",0,21,4.4,"Hybrid"
"[]",,"[""Energetic"",""Creative"",""Uplifted""]","[""Lemon"",""Pepper""]","[""Pain"",""Stress"",""Depression""]","[""Limonene"",""Caryophyllene"",""Pinene""]","{""yield"":""null"",""height"":""null"",""difficulty"":""null"",""flowering_time_weeks"":null}","Space Wrangler OG is a sativa-dominant hybrid marijuana strain. We're still learning about the flavors and effects of Space Wrangler OG.",,4,,,,,,,"https://www.leafly.com/strains/space-wrangler-og","Space Wrangler OG","[]",,16,4.5,"Hybrid"
"[]",,"[""Creative"",""Uplifted"",""Tingly""]","[""Diesel"",""Cheese"",""Nutty""]","[""Depression"",""Pain"",""Anxiety""]","[]","{""yield"":""high"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":8}","Bred by Mr. Nice, Spice involves a cross of a Hawaiian indica and a Hawaiian sativa. The strain grows like a sativa but finishes quickly like an indica. In 8 weeks you can expect massive lime green and yellow buds coated in white trichomes. Flavors and aromas are fruity and tropical and are accompanied by a whimsical high that may remind you of relaxing on the beach.",,9,,,,,,,"https://www.leafly.com/strains/spice","Spice","[""Hawaiian indica"",""Hawaiian sativa""]",,,4,"Hybrid"
